Q1_A,Q1_B,Q1_C,Q1_D,Q1_E,Q1_F,Q1_G,Q1_H,Q1_I,Q1_J,Q1_K,Q1_L,Q2_A,Q2_B,Q2_C,Q2_D,Q2_E,Q2_F,Q3,Q4,Q5_A,Q5_B,Q5_C,Q5_D,Q5_E,Q5_F,Q6,Q6_jo,Q7,Q8_A,Q8_B,Q8_C,Q8_D,Q8_E,Q8_F,Q9,Q9_jo,Q10_A,Q10_B,Q10_C,Q10_D,Q10_E,Q10_F,Q10_G,Q11_A,Q11_B,Q11_C,Q11_D,Q11_E,Q11_F,Q11_G,Q11_H,Q11_I,Q11_J,Q11_K,Q12_A,Q12_B,Q12_C,Q12_D,Q13_A,Q13_B,Q13_C,Q13_D,Q13_E,Q13_F,Q13_G,Q13_H,Q13_I,Q13_J,Q14,Q15,Q15a,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,Yes,Yes,No,Yes,Yes,No,No,Yes,999,Yes,No,No,Yes,No,No,No,Yes,999,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Men,Albanian,50-59 years,Married,Government Level,Ministria e Administrimit Publik,Division/Sector Leader,Master degree,Between 800€ and 1000€,Prishtine,Prishtine
Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,No,999,999,999,999,999,999,999,999,Yes,No,No,No,No,Yes,No,Yes,999,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Men,Albanian,30-39 years,Married,Government Level,"Ministria e Kultures, Rinise dhe Sportit",Officer,Master degree,Less than 400€,Prishtine,Prishtine
No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,3,Yes,No,Yes,Yes,No,No,No,Yes,999,No,999,999,999,999,999,999,999,999,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,999,999,Women,Albanian,30-39 years,Married,Municipal Level,zyrtare,Officer,College degree,Between 400€ and 600€,Rahovec,Prizren
No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,Yes,Yes,No,No,No,No,No,"No, I did not report it because",Afraid of retaliation,No,999,999,999,999,999,999,999,999,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Women,Albanian,50-59 years,Married,Municipal Level,kovendi komuna,Officer,High school,Less than 400€,Kline,Peje
Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,Yes,Yes,No,No,No,No,No,"No, I did not report it because",Afraid of retaliation,No,999,999,999,999,999,999,999,999,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,50-59 years,Married,Municipal Level,Dep. Per Planifikim dhe ZhvillimEkonomik,Officer,College degree,Less than 400€,Podujeve,Prishtine
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5,Yes,No,No,Yes,Yes,No,Yes,"No, I did not report it because",Afraid of retaliation,No,999,999,999,999,999,999,999,999,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Women,Serb,40-49 years,Married,Municipal Level,o.shtrpce-kultura,Division/Sector Leader,Some years in college,Between 400€ and 600€,Shterpce,Ferizaj
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,Yes,Yes,No,Yes,Yes,Yes,Yes,"No, I did not report it because",Afraid of retaliation,No,999,999,999,999,999,999,999,999,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,999,999,Women,Serb,30-39 years,Married,Municipal Level,optia Zubin potok,Officer,High school,Less than 400€,Zubin Potok,Mitrovice
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,No,No,Yes,Yes,Yes,Yes,"No, I did not report it because",Afraid of retaliation,No,999,999,999,999,999,999,999,999,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Women,Serb,60+,Married,Municipal Level,opshtina Zubin potok,Officer,College degree,Between 400€ and 600€,Zubin Potok,Mitrovice
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,Yes,No,"No, I did not report it because",Afraid of retaliation,No,999,999,999,999,999,999,999,999,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Serb,20-29 years,Married,Municipal Level,obdahiste,Officer,High school,Less than 400€,Zubin Potok,Mitrovice
Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,No,No,Yes,Yes,No,No,"No, I did not report it because",Afraid of retaliation,No,999,999,999,999,999,999,999,999,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Serb,30-39 years,Married,Municipal Level,Opstina Zvecan,Division/Sector Leader,High school,Less than 400€,Zvecan,Mitrovice
No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,Yes,No,No,No,Yes,Yes,Yes,"No, I did not report it because",Did not feel safe,No,999,999,999,999,999,999,999,999,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,30-39 years,Married,Municipal Level,Udheheqes I sherbimit per regjistrim te prones se palujteshmeris,Division/Sector Leader,Master degree,Less than 400€,Prishtine,Prishtine
No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"No, I did not report it because",Did not want to get involved,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,999,999,Women,Albanian,20-29 years,Single,Municipal Level,adminstrata komunale,Officer,College degree,Less than 400€,Peje,Peje
No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,3,Yes,No,No,Yes,No,No,No,"No, I did not report it because",Did not want to get involved,No,999,999,999,999,999,999,999,999,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,999,999,Women,Albanian,30-39 years,Married,Municipal Level,Zyra Ligjiore,Officer,College degree,Between 400€ and 600€,Prizren,Prizren
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,5,Yes,No,No,Yes,No,No,No,"No, I did not report it because",Did not want to get involved,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,999,999,Women,Albanian,30-39 years,Married,Municipal Level,Sherbime Publike,Officer,College degree,Less than 400€,Prizren,Prizren
No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,Yes,No,No,Yes,No,No,No,"No, I did not report it because",N/A,No,999,999,999,999,999,999,999,999,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,50-59 years,Married,Municipal Level,drejtoriae arsimit,Officer,College degree,Less than 400€,Kline,Peje
No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,3,Yes,No,No,Yes,Yes,No,No,"No, I did not report it because",N/A,No,999,999,999,999,999,999,999,999,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,999,999,Women,Albanian,50-59 years,Married,Municipal Level,kkkomnaul-zyrtar ne gjeodezi,Officer,High school,Less than 400€,Malisheve,Prizren
Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,4,Yes,Yes,No,Yes,Yes,No,No,"No, I did not report it because",N/A,No,999,999,999,999,999,999,999,999,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,999,999,Women,Albanian,30-39 years,Married,Municipal Level,komuna e skenderajit,Officer,Some years in college,Between 400€ and 600€,Skenderaj,Mitrovice
No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,4,Yes,No,No,No,Yes,No,No,"No, I did not report it because",N/A,No,999,999,999,999,999,999,999,999,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Women,Albanian,40-49 years,Married,Municipal Level,kk.drejtoria arsimit,Officer,College degree,Between 400€ and 600€,Suhareke,Prizren
Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,2,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,40-49 years,Married,Municipal Level,K.K. Decan,Officer,High school,Less than 400€,Decan,Gjakove
No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,2,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,40-49 years,Married,Municipal Level,K.K. Decan,Officer,High school,Less than 400€,Decan,Gjakove
Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Women,Albanian,40-49 years,Married,Municipal Level,K.K. Decan,Officer,College degree,Less than 400€,Decan,Gjakove
No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,4,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,50-59 years,Married,Municipal Level,K.K. Decan,Officer,College degree,Between 400€ and 600€,Decan,Gjakove
No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,2,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,999,999,Women,Albanian,30-39 years,Married,Municipal Level,zyrtare,Officer,College degree,Less than 400€,Dragash,Prizren
No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,1,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,40-49 years,Married,Municipal Level,zyrtar per barazi gjinore,Officer,Master degree,Between 400€ and 600€,Dragash,Prizren
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,999,999,Women,Albanian,30-39 years,Married,Municipal Level,sherbimi publik admistrator,Officer,Master degree,Between 400€ and 600€,Dragash,Prizren
No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,3,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,999,999,Women,Albanian,30-39 years,Married,Municipal Level,kk.dragash,Officer,College degree,Between 400€ and 600€,Dragash,Prizren
Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Women,Albanian,40-49 years,Married,Municipal Level,zyra per sherbime publike,Division/Sector Leader,Master degree,Between 400€ and 600€,Drenas,Prishtine
Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Women,Albanian,30-39 years,Single,Municipal Level,zyra inspekcionit,Officer,Master degree,Less than 400€,Drenas,Prishtine
Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,4,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Women,Albanian,20-29 years,Single,Municipal Level,zyra e inspektorit,Officer,College degree,Less than 400€,Drenas,Prishtine
No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,50-59 years,Married,Municipal Level,komuna ferizajit. Sektori I shendetesis,Officer,College degree,Less than 400€,Ferizaj,Ferizaj
No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,40-49 years,Married,Municipal Level,Komuna ferizajit,Officer,College degree,Less than 400€,Ferizaj,Ferizaj
No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,1,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,999,999,Women,Albanian,50-59 years,Married,Municipal Level,"komuna ferizaj, sektori I prones",Officer,High school,Less than 400€,Ferizaj,Ferizaj
No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,1,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,999,999,Women,Albanian,50-59 years,Married,Municipal Level,komuna e ferizajit-urbanizem,Officer,College degree,Less than 400€,Ferizaj,Ferizaj
No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,40-49 years,Married,Municipal Level,komuna e ferizait sektori I shendetesis,Officer,College degree,Less than 400€,Ferizaj,Ferizaj
Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,3,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,60+,Married,Municipal Level,drejtoria per shendetesi dhe mireqenie sociale,Officer,College degree,Between 400€ and 600€,Ferizaj,Ferizaj
Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,5,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,999,999,Women,Albanian,30-39 years,Divorced,Municipal Level,drejtoria per kultur riini dhe sport,Division/Sector Leader,College degree,Between 400€ and 600€,Ferizaj,Ferizaj
Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,3,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,30-39 years,Married,Municipal Level,drejtoria e kultures-bibloteka sadik tafarshiku,Officer,College degree,Less than 400€,Ferizaj,Ferizaj
Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,3,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,40-49 years,Married,Municipal Level,drejtoria e kultures- bibloteka ferizaj,Officer,College degree,Less than 400€,Ferizaj,Ferizaj
Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,5,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Women,Albanian,20-29 years,Married,Municipal Level,zyra pr sherbime te qytetarve,Officer,Some years in college,Less than 400€,Fushe Kosove,Prishtine
No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,3,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Women,Albanian,40-49 years,Married,Municipal Level,zyra per arsim dhe shkenc,Division/Sector Leader,Master degree,Between 400€ and 600€,Fushe Kosove,Prishtine
Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Women,Albanian,40-49 years,Married,Municipal Level,zyra per arsim dh e shkenc,Officer,Master degree,Between 400€ and 600€,Fushe Kosove,Prishtine
Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,2,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Women,Albanian,60+,Married,Municipal Level,K.K.Gjakove,Officer,High school,Less than 400€,Gjakove,Gjakove
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,2,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Women,Albanian,30-39 years,Married,Municipal Level,K.K.Gjakove,Officer,Some years in college,Less than 400€,Gjakove,Gjakove
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Women,Albanian,20-29 years,Single,Municipal Level,K.K.Gjakove,Permanent Secretary,College degree,Less than 400€,Gjakove,Gjakove
Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,2,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Women,Albanian,40-49 years,Married,Municipal Level,K.K. Gjakove,Officer,High school,Less than 400€,Gjakove,Gjakove
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,2,No,999,999,999,999,999,999,999,999,No,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,999,999,Women,Albanian,40-49 years,Married,Municipal Level,K.K. Gjakove,Officer,High school,Less than 400€,Gjakove,Gjakove
